Cluster Number	GeneID	Symbol	
33	56984	PSMG2	
34	79080	CCDC86	
34	57585	CRAMP1L	
34	54856	GON4L	
34	3014	H2AFX	
34	9555	H2AFY	
34	8969	HIST1H2AG	
34	3017	HIST1H2BD	
34	8348	HIST1H2BO	
34	3980	LIG3	
34	4171	MCM2	
34	79829	NAA40	
34	142	PARP1	
34	10038	PARP2	
34	81847	RNF146	
34	6143	RPL19	
34	6194	RPS6	
34	51188	SS18L2	
34	6749	SSRP1	
34	11198	SUPT16H	
34	79968	WDR76	
34	7508	XPC	
35	10849	CD3EAP	
35	27297	CRCP	
35	51184	GPN3	
35	25885	POLR1A	
35	84172	POLR1B	
35	9533	POLR1C	
35	51082	POLR1D	
35	64425	POLR1E	
35	5434	POLR2E	
35	11128	POLR3A	
35	55703	POLR3B	
35	10623	POLR3C	
35	661	POLR3D	
35	55718	POLR3E	
35	10621	POLR3F	
35	10622	POLR3G	
35	84265	POLR3GL	
35	171568	POLR3H	
35	51728	POLR3K	
35	54700	RRN3	
35	221830	TWISTNB	
36	79722	ANKRD55	
36	200894	ARL13B	
36	115948	CCDC151	
36	23059	CLUAP1	
36	23301	EHBP1	
36	26160	IFT172	
36	90410	IFT20	
36	11020	IFT27	
36	56912	IFT46	
36	51098	IFT52	
36	55081	IFT57	
36	80173	IFT74	
36	57560	IFT80	
36	28981	IFT81	
36	8100	IFT88	
36	64792	RABL5	
36	23345	SYNE1	
36	26146	TRAF3IP1	
36	79989	TTC26	
36	92104	TTC30A	
36	150737	TTC30B	
37	9070	ASH2L	
37	1822	ATN1	
37	259282	BOD1L	
37	30827	CXXC1	
37	1810	DR1	
37	139231	FAM199X	
37	29915	HCFC2	
37	7403	KDM6A	
37	4297	MLL	
37	8085	MLL2	
37	9757	MLL4	
37	23054	NCOA6	
37	22976	PAXIP1	
37	89801	PPP1R3F	
37	5929	RBBP5	
37	9739	SETD1A	
37	23067	SETD1B	
37	83591	THAP2	
37	11091	WDR5	
37	79364	ZXDC	
38	79370	BCL2L14	
38	60684	C4orf41	
38	80006	C5orf44	
38	55262	C7orf43	
38	85438	CABS1	
38	2720	GLB1	
38	163782	KANK4	
38	81551	STMN4	
38	57533	TBC1D14	
38	58485	TRAPPC1	
38	7109	TRAPPC10	
38	6399	TRAPPC2	
38	51693	TRAPPC2L	
38	27095	TRAPPC3	
38	51399	TRAPPC4	
38	126003	TRAPPC5	
38	79090	TRAPPC6A	
38	122553	TRAPPC6B	
38	22878	TRAPPC8	
38	51112	TTC15	
39	8553	BHLHE40	
39	8945	BTRC	
39	993	CDC25A	
39	994	CDC25B	
39	1996	ELAVL4	
39	26224	FBXL3	
39	23291	FBXW11	
39	3344	FOXN2	
39	3096	HIVEP1	
39	3097	HIVEP2	
39	54756	IL17RD	
39	79083	MLPH	
39	4601	MXI1	
39	9891	NUAK1	
39	10726	NUDC	
39	11186	RASSF1	
39	5989	RFX1	
39	5990	RFX2	
39	114088	TRIM9	
39	57695	USP37	
40	64682	ANAPC1	
40	25847	ANAPC13	
40	119504	ANAPC16	
40	29882	ANAPC2	
40	29945	ANAPC4	
40	51433	ANAPC5	
40	51434	ANAPC7	
40	196527	ANO6	
40	388272	C16orf87	
40	8881	CDC16	
40	8697	CDC23	
40	246184	CDC26	
40	996	CDC27	
40	79598	CEP97	
40	54801	HAUS6	
40	9786	KIAA0586	
40	85459	KIAA1731	
40	79917	MAGIX	
40	5179	PENK	
41	22985	ACIN1	
41	55216	C11orf57	
41	55421	C17orf85	
41	22794	CASC3	
41	26093	CCDC9	
41	1659	DHX8	
41	9775	EIF4A3	
41	4686	NCBP1	
41	8106	PABPN1	
41	5411	PNN	
41	9360	PPIG	
41	55660	PRPF40A	
41	10921	RNPS1	
41	79753	SNIP1	
41	23524	SRRM2	
41	8683	SRSF9	
41	9967	THRAP3	
41	55884	WSB2	
41	79882	ZC3H14	
42	25842	ASF1A	
42	55723	ASF1B	
42	84529	C15orf41	
42	146059	CDAN1	
42	10036	CHAF1A	
42	8208	CHAF1B	
42	8520	HAT1	
42	8350	HIST1H3A	
42	8968	HIST1H3F	
42	8370	HIST2H4A	
42	79711	IPO4	
42	253714	MMS22L	
42	4678	NASP	
42	9924	PAN2	
42	255967	PAN3	
42	55183	RIF1	
42	11011	TLK2	
42	4796	TONSL	
42	29855	UBN1	
43	10347	ABCA7	
43	391356	C2orf79	
43	221477	C6orf89	
43	1144	CHRND	
43	29940	DSE	
43	2556	GABRA3	
43	2558	GABRA5	
43	10052	GJC1	
43	3359	HTR3A	
43	23507	LRRC8B	
43	84230	LRRC8C	
43	55144	LRRC8D	
43	4948	OCA2	
43	84720	PIGO	
43	54946	SLC41A3	
43	160418	TMTC3	
43	8459	TPST2	
43	167127	UGT3A2	
43	353174	ZACN	
44	326	AIRE	
44	416	ARSF	
44	23581	CASP14	
44	388389	CCDC103	
44	1117	CHI3L2	
44	1475	CSTA	
44	2495	FTH1	
44	79153	GDPD3	
44	284110	GSDMA	
44	338322	NLRP10	
44	123745	PLA2G4E	
44	57402	S100A14	
44	140576	S100A16	
44	6286	S100P	
44	55633	TBC1D22B	
44	7053	TGM3	
44	337867	UBAC2	
44	7545	ZIC1	
44	9753	ZSCAN12	
45	57020	C16orf62	
45	28952	CCDC22	
45	54520	CCDC93	
45	150684	COMMD1	
45	51397	COMMD10	
45	51122	COMMD2	
45	23412	COMMD3	
45	54939	COMMD4	
45	28991	COMMD5	
45	170622	COMMD6	
45	149951	COMMD7	
45	54951	COMMD8	
45	29099	COMMD9	
45	10311	DSCR3	
45	404636	FAM45A	
45	55855	FAM45B	
45	8898	MTMR2	
45	51699	VPS29	
46	79841	AGBL2	
46	554235	ASPDH	
46	84896	ATAD1	
46	85016	C11orf70	
46	284067	C17orf105	
46	148523	C1orf51	
46	3038	HAS3	
46	4361	MRE11A	
46	11142	PKIG	
46	23221	RHOBTB2	
46	6273	S100A2	
46	29106	SCG3	
46	80031	SEMA6D	
46	219736	STOX1	
46	7169	TPM2	
46	51322	WAC	
46	54432	YIPF1	
46	286451	YIPF6	
47	8165	AKAP1	
47	11215	AKAP11	
47	158798	AKAP14	
47	11217	AKAP2	
47	9495	AKAP5	
47	10142	AKAP9	
47	131544	CRYBG3	
47	23432	GPR161	
47	100134230	LOC100134230	
47	445815	PALM2-AKAP2	
47	5566	PRKACA	
47	5567	PRKACB	
47	5568	PRKACG	
47	5575	PRKAR1B	
47	5576	PRKAR2A	
47	5577	PRKAR2B	
47	5613	PRKX	
47	55333	SYNJ2BP	
48	10438	C1D	
48	115752	DIS3L	
48	51013	EXOSC1	
48	5394	EXOSC10	
48	23404	EXOSC2	
48	51010	EXOSC3	
48	54512	EXOSC4	
48	56915	EXOSC5	
48	118460	EXOSC6	
48	23016	EXOSC7	
48	11340	EXOSC8	
48	5393	EXOSC9	
48	10200	MPHOSPH6	
48	54033	RBM11	
48	10179	RBM7	
48	23517	SKIV2L2	
48	22950	SLC4A1AP	
48	55596	ZCCHC8	
49	2515	ADAM2	
49	166	AES	
49	54916	C14orf101	
49	3091	HIF1A	
49	4619	MYH1	
49	4620	MYH2	
49	4624	MYH6	
49	4632	MYL1	
49	5837	PYGM	
49	92129	RIPPLY1	
49	134701	RIPPLY2	
49	7088	TLE1	
49	7089	TLE2	
49	7090	TLE3	
49	7091	TLE4	
49	7136	TNNI2	
49	7273	TTN	
49	27287	VENTX	
50	50807	ASAP1	
50	8853	ASAP2	
50	55616	ASAP3	
50	868	CBLB	
50	54206	ERRFI1	
50	150946	FAM59B	
50	2885	GRB2	
50	1482	NKX2-5	
50	118788	PIK3AP1	
50	25930	PTPN23	
50	6654	SOS1	
50	6655	SOS2	
50	124044	SPATA2L	
50	387357	THEMIS	
50	8976	WASL	
50	7456	WIPF1	
50	147179	WIPF2	
50	644150	WIPF3	
51	122416	ANKRD9	
51	146712	B3GNTL1	
51	83606	C22orf13	
51	84904	C9orf100	
51	29960	FTSJ2	
51	3614	IMPDH1	
51	3615	IMPDH2	
51	200942	KLHDC8B	
51	23787	MTCH1	
51	126789	PUSL1	
51	6391	SDHC	
51	9673	SLC25A44	
51	140775	SMCR8	
51	8859	STK19	
51	117854	TRIM6	
51	79446	WDR25	
51	84083	ZRANB3	
52	863	CBFA2T3	
52	222894	FERD3L	
52	3397	ID1	
52	3399	ID3	
52	3400	ID4	
52	145873	MESP2	
52	4618	MYF6	
52	4656	MYOG	
52	10763	NES	
52	4760	NEUROD1	
52	862	RUNX1T1	
52	6938	TCF12	
52	100129654	TCF24	
52	6929	TCF3	
52	6925	TCF4	
52	117581	TWIST2	
52	10869	USP19	
53	50937	CDON	
53	55711	FAR2	
53	81533	ITFG1	
53	57575	PCDH10	
53	54510	PCDH18	
53	57526	PCDH19	
53	5101	PCDH9	
53	56133	PCDHB2	
53	26025	PCDHGA12	
53	56108	PCDHGA7	
53	56107	PCDHGA9	
53	56104	PCDHGB1	
53	56103	PCDHGB2	
53	56102	PCDHGB3	
53	56101	PCDHGB5	
53	56098	PCDHGC4	
53	160335	TMTC2	
54	1068	CETN1	
54	1381	CRABP1	
54	127602	DNAH14	
54	161582	DYX1C1	
54	90141	EFCAB11	
54	157574	FBXO16	
54	57577	KIAA1407	
54	8888	MCM3AP	
54	55795	PCID2	
54	23262	PPIP5K2	
54	9814	SFI1	
54	129049	SGSM1	
54	84926	SPRYD3	
54	55775	TDP1	
54	706	TSPO	
54	7291	TWIST1	
54	7763	ZFAND5	
55	23370	ARHGEF18	
55	29070	CCDC113	
55	90799	CCDC45	
55	84318	CCDC77	
55	84131	CEP78	
55	2752	GLUL	
55	10014	HDAC5	
55	9146	HGS	
55	4055	LTBR	
55	55700	MAP7D1	
55	6497	SKI	
55	26010	SPATS2L	
55	8027	STAM	
55	84260	TCHP	
55	90326	THAP3	
55	23043	TNIK	
55	440519	ZNF724P	
56	308	ANXA5	
56	129881	C2orf77	
56	115265	DDIT4L	
56	57171	DOLPP1	
56	147409	DSG4	
56	11072	DUSP14	
56	2331	FMOD	
56	145258	GSC	
56	55127	HEATR1	
56	341208	HEPHL1	
56	131578	LRRC15	
56	254773	LYG2	
56	25974	MMACHC	
56	11187	PKP3	
56	64091	POPDC2	
56	115727	RASGRP4	
56	8991	SELENBP1	
57	83879	CDCA7	
57	2039	EPB49	
57	148753	FAM163A	
57	85409	NKD2	
57	56924	PAK6	
57	55103	RALGPS2	
57	23034	SAMD4A	
57	55095	SAMD4B	
57	2810	SFN	
57	6769	STAC	
57	7529	YWHAB	
57	7531	YWHAE	
57	7532	YWHAG	
57	7533	YWHAH	
57	10971	YWHAQ	
57	7534	YWHAZ	
58	498	ATP5A1	
58	506	ATP5B	
58	509	ATP5C1	
58	515	ATP5F1	
58	10476	ATP5H	
58	522	ATP5J	
58	10632	ATP5L	
58	539	ATP5O	
58	4509	ATP8	
58	93974	ATPIF1	
58	57007	CXCR7	
58	54943	DNAJC28	
58	29956	LASS2	
58	222553	SLC35F1	
58	9152	SLC6A5	
58	118813	ZFYVE27	
59	8087	FXR1	
59	9513	FXR2	
59	3959	LGALS3BP	
59	440145	MZT1	
59	653784	MZT2A	
59	80097	MZT2B	
59	55922	NKRF	
59	29922	NME7	
59	7283	TUBG1	
59	27175	TUBG2	
59	10844	TUBGCP2	
59	10426	TUBGCP3	
59	27229	TUBGCP4	
59	114791	TUBGCP5	
59	85378	TUBGCP6	
59	51060	TXNDC12	
60	80325	ABTB1	
60	833	CARS	
60	51260	CXorf26	
60	1915	EEF1A1	
60	1917	EEF1A2	
60	1933	EEF1B2	
60	1936	EEF1D	
60	1937	EEF1G	
60	2324	FLT4	
60	221143	N6AMT2	
60	6205	RPS11	
60	284111	SLC13A5	
60	55808	ST6GALNAC1	
60	6916	TBXAS1	
60	23170	TTLL12	
60	7407	VARS	
61	54480	CHPF2	
61	9469	CHST3	
61	9244	CRLF1	
61	55466	DNAJA4	
61	9427	ECEL1	
61	2321	FLT1	
61	10855	HPSE	
61	3425	IDUA	
61	9215	LARGE	
61	4124	MAN2A1	
61	55558	PLXNA3	
61	4250	SCGB2A2	
61	10512	SEMA3C	
61	291	SLC25A4	
61	7422	VEGFA	
61	7423	VEGFB	
62	1731	SEPT1	
62	4735	SEPT2	
62	55964	SEPT3	
62	5414	SEPT4	
62	5413	SEPT5	
62	23157	SEPT6	
62	989	SEPT7	
62	23176	SEPT8	
62	10801	SEPT9	
62	151011	SEPT10	
62	55752	SEPT11	
62	124404	SEPT12	
62	346288	SEPT14	
62	84869	CBR4	
62	23580	CDC42EP4	
62	7923	HSD17B8	
63	403	ARL3	
63	283450	C12orf51	
63	90355	C5orf30	
63	10144	FAM13A	
63	114793	FMNL2	
63	11178	LZTS1	
63	10062	NR1H3	
63	5151	PDE8A	
63	5152	PDE9A	
63	5593	PRKG2	
63	5681	PSKH1	
63	85481	PSKH2	
63	80196	RNF34	
63	55171	TBCCD1	
63	9094	UNC119	
63	84747	UNC119B	
64	84448	ABLIM2	
64	320	APBA1	
64	26084	ARHGEF26	
64	221749	C6orf145	
64	1739	DLG1	
64	10207	INADL	
64	55083	KIF26B	
64	8825	LIN7A	
64	64130	LIN7B	
64	55327	LIN7C	
64	8777	MPDZ	
64	4355	MPP2	
64	4356	MPP3	
64	51678	MPP6	
64	143098	MPP7	
64	58157	NGB	
65	1303	COL12A1	
65	84570	COL25A1	
65	1282	COL4A1	
65	1288	COL4A6	
65	1296	COL8A2	
65	3169	FOXA1	
65	3188	HNRNPH2	
65	10609	LEPREL4	
65	399664	MEX3D	
65	4313	MMP2	
65	4318	MMP9	
65	4957	ODF2	
65	10733	PLK4	
65	5351	PLOD1	
65	5352	PLOD2	
65	64397	ZFP106	
66	8120	AP3B2	
66	55653	BCAS4	
66	2647	BLOC1S1	
66	282991	BLOC1S2	
66	388552	BLOC1S3	
66	738	C11orf2	
66	79036	C19orf50	
66	84062	DTNBP1	
66	3798	KIF5A	
66	3918	LAMC2	
66	118426	LOH12CR1	
66	63915	MUTED	
66	26258	PLDN	
66	23557	SNAPIN	
66	80725	SRCIN1	
66	378108	TRIM74	
67	26148	C10orf12	
67	140688	C20orf112	
67	153733	CCDC112	
67	130940	CCDC148	
67	1487	CTBP1	
67	1488	CTBP2	
67	84458	LCOR	
67	254251	LCORL	
67	8715	NOL4	
67	7799	PRDM2	
67	374618	TEX9	
67	27433	TOR2A	
67	7227	TRPS1	
67	6935	ZEB1	
67	9839	ZEB2	
67	9658	ZNF516	
68	8661	EIF3A	
68	8662	EIF3B	
68	8663	EIF3C	
68	728689	EIF3CL	
68	8664	EIF3D	
68	3646	EIF3E	
68	8665	EIF3F	
68	8666	EIF3G	
68	8667	EIF3H	
68	8668	EIF3I	
68	27335	EIF3K	
68	51386	EIF3L	
68	10480	EIF3M	
68	9929	JOSD1	
68	84726	PRRC2B	
68	221421	RSPH9	
69	23452	ANGPTL2	
69	340075	ARSI	
69	348174	CLEC18A	
69	1358	CPA2	
69	64180	DPEP3	
69	3309	HSPA5	
69	3676	ITGA4	
69	6388	SDF2	
69	5176	SERPINF1	
69	57119	SPINLW1	
69	374739	TEPP	
69	7372	UMPS	
69	5212	VIT	
69	7472	WNT2	
69	57621	ZBTB2	
70	84532	ACSS1	
70	27440	CECR5	
70	55157	DARS2	
70	85476	GFM1	
70	29083	GTPBP8	
70	3329	HSPD1	
70	254013	METTL20	
70	4817	NIT1	
70	390916	NUDT19	
70	56948	SDR39U1	
70	23409	SIRT4	
70	51629	SLC25A39	
70	51106	TFB1M	
70	129868	TRIM43	
70	158219	TTC39B	
71	51575	ESF1	
71	51191	HERC5	
71	440689	HIST2H2BF	
71	4204	MECP2	
71	65083	NOL6	
71	55035	NOL8	
71	51177	PLEKHO1	
71	4736	RPL10A	
71	6142	RPL18A	
71	23076	RRP1B	
71	23378	RRP8	
71	80764	THAP7	
71	9875	URB1	
71	9816	URB2	
71	84450	ZNF512	
72	84915	C12orf34	
72	4010	LMX1B	
72	4081	MAB21L1	
72	10586	MAB21L2	
72	4211	MEIS1	
72	4212	MEIS2	
72	56917	MEIS3	
72	51701	NLK	
72	5087	PBX1	
72	5089	PBX2	
72	5090	PBX3	
72	80714	PBX4	
72	9487	PIGL	
72	5316	PKNOX1	
72	63876	PKNOX2	
73	309	ANXA6	
73	535	ATP6V0A1	
73	23545	ATP6V0A2	
73	527	ATP6V0C	
73	8992	ATP6V0E1	
73	528	ATP6V1C1	
73	51382	ATP6V1D	
73	9296	ATP6V1F	
73	84317	CCDC115	
73	1185	CLCN6	
73	4582	MUC1	
73	347735	SERINC2	
73	147007	TMEM199	
73	55362	TMEM63B	
73	203547	VMA21	
74	124930	ANKRD13B	
74	2770	GNAI1	
74	2773	GNAI3	
74	2775	GNAO1	
74	346562	GNAT3	
74	2782	GNB1	
74	2790	GNG10	
74	2791	GNG11	
74	2785	GNG3	
74	2786	GNG4	
74	2788	GNG7	
74	5909	RAP1GAP	
74	6002	RGS12	
74	10636	RGS14	
74	84065	TMEM222	
75	27245	AHDC1	
75	92346	C1orf105	
75	79000	C1orf135	
75	78989	COLEC11	
75	79148	MMP28	
75	4909	NTF4	
75	8611	PPAP2A	
75	5549	PRELP	
75	345062	PRSS48	
75	200916	RPL22L1	
75	26952	SMR3A	
75	135932	TMEM139	
75	55128	TRIM68	
75	400673	VMAC	
75	8839	WISP2	
76	9776	ATG13	
76	60673	C12orf44	
76	392307	C9orf128	
76	51019	CCDC53	
76	55330	CNO	
76	387680	FAM21A	
76	253725	FAM21C	
76	3281	HSBP1	
76	9897	KIAA0196	
76	23325	KIAA1033	
76	11320	MGAT4A	
76	9821	RB1CC1	
76	8408	ULK1	
76	374666	WASH3P	
76	653440	WASH6P	
77	1195	CLK1	
77	1196	CLK2	
77	1198	CLK3	
77	23131	GPATCH8	
77	25962	KIAA1429	
77	51535	PPHLN1	
77	8899	PRPF4B	
77	6426	SRSF1	
77	10772	SRSF10	
77	135295	SRSF12	
77	10929	SRSF8	
77	10210	TOPORS	
77	23091	ZC3H13	
77	124245	ZC3H18	
77	158506	ZNF645	
78	64431	ACTR6	
78	54954	FAM120C	
78	55605	KIF21A	
78	84901	NFATC2IP	
78	283208	P4HA3	
78	114825	PWWP2A	
78	170394	PWWP2B	
78	65117	RSRC2	
78	6304	SATB1	
78	10847	SRCAP	
78	51043	ZBTB7B	
78	23613	ZMYND8	
78	9640	ZNF592	
78	57592	ZNF687	
78	10467	ZNHIT1	
79	247	ALOX15B	
79	51239	ANKRD39	
79	84280	BTBD10	
79	8452	CUL3	
79	54165	DCUN1D1	
79	8507	ENC1	
79	64839	FBXL17	
79	25998	IBTK	
79	25948	KBTBD2	
79	222658	KCTD20	
79	9903	KLHL21	
79	64410	KLHL25	
79	54813	KLHL28	
79	23386	NUDCD3	
79	9040	UBE2M	
80	91748	C14orf43	
80	83987	CCDC8	
80	80824	DUSP16	
80	1849	DUSP7	
80	1852	DUSP9	
80	3206	HOXA10	
80	5600	MAPK11	
80	1432	MAPK14	
80	9261	MAPKAPK2	
80	7867	MAPKAPK3	
80	8569	MKNK1	
80	2872	MKNK2	
80	5616	PRKY	
80	64285	RHBDF1	
80	9252	RPS6KA5	
81	56997	ADCK3	
81	160419	C12orf50	
81	254528	C16orf73	
81	84167	C19orf44	
81	152137	CCDC50	
81	2597	GAPDH	
81	26330	GAPDHS	
81	493869	GPX8	
81	23553	HYAL4	
81	5680	PSG11	
81	5672	PSG4	
81	653129	PTPN20A	
81	153020	RASGEF1B	
81	6524	SLC5A2	
81	55145	THAP1	
82	144568	A2ML1	
82	93550	ANUBL1	
82	51806	CALML5	
82	933	CD22	
82	8798	DYRK4	
82	3236	HOXD10	
82	54674	LRRN3	
82	4351	MPI	
82	27039	PKD2L2	
82	6278	S100A7	
82	12	SERPINA3	
82	6317	SERPINB3	
82	6318	SERPINB4	
82	90627	STARD13	
82	7051	TGM1	
83	11047	ADRM1	
83	55049	C19orf60	
83	91409	CCDC74B	
83	80212	CCDC92	
83	80227	PAAF1	
83	5705	PSMC5	
83	5718	PSMD12	
83	5719	PSMD13	
83	10213	PSMD14	
83	5709	PSMD3	
83	5710	PSMD4	
83	5711	PSMD5	
83	5713	PSMD7	
83	5714	PSMD8	
83	130617	ZFAND2B	
84	348094	ANKDD1A	
84	51479	ANKFY1	
84	84079	ANKRD27	
84	136371	ASB10	
84	92591	ASB16	
84	51666	ASB4	
84	57524	CASKIN1	
84	85302	FBF1	
84	2762	GMDS	
84	55662	HIF1AN	
84	84451	KIAA1804	
84	56957	OTUD7B	
84	5612	PRKRIR	
84	678	ZFP36L2	
85	7180	CRISP2	
85	8722	CTSF	
85	27143	KIAA1274	
85	55554	KLK15	
85	57555	NLGN2	
85	11248	NXPH3	
85	788	SLC25A20	
85	9887	SMG7	
85	1155	TBCB	
85	255394	TCP11L2	
85	7846	TUBA1A	
85	10376	TUBA1B	
85	84790	TUBA1C	
85	7277	TUBA4A	
86	828	CAPS	
86	2009	EML1	
86	24139	EML2	
86	27436	EML4	
86	400954	EML6	
86	84515	MCM8	
86	6904	TBCD	
86	55346	TCP11L1	
86	203068	TUBB	
86	7280	TUBB2A	
86	347733	TUBB2B	
86	10381	TUBB3	
86	10382	TUBB4	
86	347688	TUBB8	
87	324	APC	
87	421	ARVCF	
87	999	CDH1	
87	1008	CDH10	
87	1010	CDH12	
87	1000	CDH2	
87	64403	CDH24	
87	1001	CDH3	
87	1002	CDH4	
87	29119	CTNNA3	
87	1500	CTNND1	
87	139285	FAM123B	
87	26355	FAM162A	
87	114876	OSBPL1A	
88	374860	ANKRD30B	
88	124944	C17orf49	
88	80071	CCDC15	
88	1602	DACH1	
88	117154	DACH2	
88	9015	TAF1A	
88	9014	TAF1B	
88	9013	TAF1C	
88	79101	TAF1D	
88	51127	TRIM17	
88	54765	TRIM44	
88	91107	TRIM47	
88	388561	ZNF761	
88	7644	ZNF91	
89	11214	AKAP13	
89	90135	BTBD6	
89	130106	CIB4	
89	286464	CXorf59	
89	9420	CYP7B1	
89	55793	FAM63A	
89	146330	FBXL16	
89	80028	FBXL18	
89	26223	FBXL21	
89	79774	GRTP1	
89	7182	NR2C2	
89	200931	OSTalpha	
89	6729	SRP54	
89	7314	UBB	
90	9318	COPS2	
90	8533	COPS3	
90	51138	COPS4	
90	10987	COPS5	
90	10980	COPS6	
90	50813	COPS7A	
90	64708	COPS7B	
90	10920	COPS8	
90	80344	DCAF11	
90	26094	DCAF4	
90	96459	FNIP1	
90	2873	GPS1	
90	122769	LRR1	
90	150678	MYEOV2	
91	148252	DIRAS1	
91	83544	DNAL1	
91	80018	NAA25	
91	58473	PLEKHB1	
91	8575	PRKRA	
91	376267	RAB15	
91	285282	RABL3	
91	5879	RAC1	
91	5880	RAC2	
91	5881	RAC3	
91	5908	RAP1B	
91	5910	RAP1GDS1	
91	10633	RASL10A	
91	54509	RHOF	
92	9255	AIMP1	
92	7965	AIMP2	
92	1615	DARS	
92	9521	EEF1E1	
92	2058	EPRS	
92	3376	IARS	
92	3735	KARS	
92	51520	LARS	
92	4141	MARS	
92	5859	QARS	
92	5917	RARS	
92	6386	SDCBP	
92	10806	SDCCAG8	
92	123283	TARSL2	
93	79913	ACTR5	
93	93973	ACTR8	
93	25911	DPCD	
93	54617	INO80	
93	83444	INO80B	
93	125476	INO80C	
93	54891	INO80D	
93	283899	INO80E	
93	54726	OTUD4	
93	8607	RUVBL1	
93	10856	RUVBL2	
93	29844	TFPT	
93	51377	UCHL5	
93	164684	WBP2NL	
94	648	BMI1	
94	84733	CBX2	
94	8535	CBX4	
94	23492	CBX7	
94	57332	CBX8	
94	100532731	COMMD3-BMI1	
94	23467	NPTXR	
94	7703	PCGF2	
94	1911	PHC1	
94	1912	PHC2	
94	80012	PHC3	
94	22955	SCMH1	
94	57713	SFMBT2	
94	6440	SFTPC	
95	119467	CLRN3	
95	64841	GNPNAT1	
95	2824	GPM6B	
95	9227	LRAT	
95	80168	MOGAT2	
95	283458	NME2P1	
95	26248	OR2K2	
95	5058	PAK1	
95	5959	RDH5	
95	55186	SLC25A36	
95	79639	TMEM53	
95	51465	UBE2J1	
95	7350	UCP1	
95	79805	VASH2	
96	169436	C9orf96	
96	1939	EIF2D	
96	2617	GARS	
96	56288	PARD3	
96	5700	PSMC1	
96	5702	PSMC3	
96	5704	PSMC4	
96	5706	PSMC6	
96	5707	PSMD1	
96	5716	PSMD10	
96	5708	PSMD2	
96	9861	PSMD6	
96	5715	PSMD9	
96	84153	RNASEH2C	
97	126792	B3GALT6	
97	285315	C3orf33	
97	56548	CHST7	
97	201456	FBXO15	
97	2590	GALNT2	
97	26035	GLCE	
97	192286	HIGD2A	
97	135114	HINT3	
97	51170	HSD17B11	
97	4247	MGAT2	
97	9409	PEX16	
97	5824	PEX19	
97	8504	PEX3	
98	11140	CDC37	
98	8814	CDKL1	
98	8999	CDKL2	
98	344387	CDKL4	
98	2288	FKBP4	
98	3320	HSP90AA1	
98	730211	HSP90AA5P	
98	3326	HSP90AB1	
98	3327	HSP90AB3P	
98	664618	HSP90AB4P	
98	3702	ITK	
98	340156	MYLK4	
98	10420	TESK2	
99	154467	C6orf129	
99	10519	CIB1	
99	84925	DIRC2	
99	2222	FDFT1	
99	8321	FZD1	
99	7976	FZD3	
99	8325	FZD8	
99	53637	S1PR5	
99	8482	SEMA7A	
99	6536	SLC6A9	
99	80021	TMEM62	
99	81622	UNC93B1	
99	11045	UPK1A	
100	26053	AUTS2	
100	63035	BCORL1	
100	1876	E2F6	
100	57666	FBRSL1	
100	84678	KDM2B	
100	79710	MORC4	
100	84759	PCGF1	
100	84333	PCGF5	
100	6015	RING1	
100	6045	RNF2	
100	23429	RYBP	
100	7027	TFDP1	
100	10138	YAF2	
101	25820	ARIH1	
101	1894	ECT2	
101	26190	FBXW2	
101	139599	MAGEE2	
101	201164	PLD6	
101	83448	PUS7L	
101	56852	RAD18	
101	80854	SETD7	
101	139067	SPANXN3	
101	7332	UBE2L3	
101	7584	ZNF35	
101	115560	ZNF501	
101	285346	ZNF852	
102	83608	C18orf21	
102	25871	C3orf17	
102	138716	C9orf23	
102	10940	POP1	
102	10775	POP4	
102	51367	POP5	
102	10248	POP7	
102	11102	RPP14	
102	79897	RPP21	
102	54913	RPP25	
102	10556	RPP30	
102	10557	RPP38	
102	10799	RPP40	
103	116987	AGAP1	
103	83752	LONP2	
103	23417	MLYCD	
103	56139	PCDHA10	
103	56138	PCDHA11	
103	56136	PCDHA13	
103	56146	PCDHA2	
103	56143	PCDHA5	
103	56142	PCDHA6	
103	56141	PCDHA7	
103	56140	PCDHA8	
103	9752	PCDHA9	
103	136051	ZNF786	
104	200186	CRTC2	
104	116224	FAM122A	
104	3489	IGFBP6	
104	4776	NFATC4	
104	5530	PPP3CA	
104	5532	PPP3CB	
104	5533	PPP3CC	
104	5534	PPP3R1	
104	1827	RCAN1	
104	11123	RCAN3	
104	23387	SIK3	
104	55133	SRBD1	
104	114801	TMEM200A	
105	64746	ACBD3	
105	285636	C5orf51	
105	284106	CISD3	
105	8655	DYNLL1	
105	140735	DYNLL2	
105	200909	HTR3D	
105	84708	LNX1	
105	78999	LRFN4	
105	63899	NSUN3	
105	728343	NXF2B	
105	26050	SLITRK5	
105	10174	SORBS3	
105	55116	TMEM39B	
106	79647	AKIRIN1	
106	567	B2M	
106	9787	DLGAP5	
106	3839	KPNA3	
106	3840	KPNA4	
106	10204	NUTF2	
106	5901	RAN	
106	5903	RANBP2	
106	5905	RANGAP1	
106	1104	RCC1	
106	729857	RGPD2	
106	23306	TMEM194A	
106	100131211	TMEM194B	
107	80210	ARMC9	
107	26229	B3GAT3	
107	56006	C19orf61	
107	79659	DYNC2H1	
107	2041	EPHA1	
107	84705	GTPBP3	
107	54919	HEATR2	
107	57614	KIAA1468	
107	54892	NCAPG2	
